"","driver","race","pit_in_elapsed_time","pit_in_lap_count","pit_in_leader_lap","pit_out_elapsed_time","pit_stop_type","pit_stop_duration","laps_remaining"
"1720","Ross Chastain","Folds of Honor QuikTrip 500",11202.921,254,254,11241.865,"FOUR_WHEEL_CHANGE",12.2641,71
"1724","Kurt Busch","Folds of Honor QuikTrip 500",1933.728,46,46,1970.588,"TWO_WHEEL_CHANGE_RIGHT",9.9942,279
"1725","Kurt Busch","Folds of Honor QuikTrip 500",4644.014,105,105,4683.219,"FOUR_WHEEL_CHANGE",12.6012,220
"1726","Kurt Busch","Folds of Honor QuikTrip 500",6170.479,145,145,6265.266,"OTHER",67.8382,180
"1727","Kurt Busch","Folds of Honor QuikTrip 500",6390.708,147,148,6491.637,"FOUR_WHEEL_CHANGE",72.9719,178
"1728","Kurt Busch","Folds of Honor QuikTrip 500",6597.622,149,149,6698.444,"OTHER",72.5106,176
"1729","Kurt Busch","Folds of Honor QuikTrip 500",7143.312,157,158,7237.689,"OTHER",67.4372,168
"1730","Kurt Busch","Folds of Honor QuikTrip 500",8955.646,203,203,9057.251,"FOUR_WHEEL_CHANGE",74.7842,122
"1731","Kurt Busch","Folds of Honor QuikTrip 500",9160.139,205,206,9216.229,"OTHER",28.7728,120
"1732","Kurt Busch","Folds of Honor QuikTrip 500",11205.423,254,254,11312.658,"FOUR_WHEEL_CHANGE",82.9197,71
"1733","Kurt Busch","Folds of Honor QuikTrip 500",13073.082,302,302,13168.74,"FOUR_WHEEL_CHANGE",68.6502,23
"1737","Daniel Suarez","Folds of Honor QuikTrip 500",1934.038,46,46,1969.127,"TWO_WHEEL_CHANGE_RIGHT",7.8409,279
"1738","Daniel Suarez","Folds of Honor QuikTrip 500",4643.101,105,105,4680.886,"FOUR_WHEEL_CHANGE",11.5113,220
"1739","Daniel Suarez","Folds of Honor QuikTrip 500",6487.682,148,148,6561.667,"FOUR_WHEEL_CHANGE",46.7457,177
"1740","Daniel Suarez","Folds of Honor QuikTrip 500",8950.656,203,203,8989.565,"FOUR_WHEEL_CHANGE",12.3787,122
"1741","Daniel Suarez","Folds of Honor QuikTrip 500",11198.447,254,254,11238.214,"FOUR_WHEEL_CHANGE",13.213,71
"1745","Corey LaJoie","Folds of Honor QuikTrip 500",1934.659,46,46,1975.524,"FOUR_WHEEL_CHANGE",13.6468,279
"1746","Corey LaJoie","Folds of Honor QuikTrip 500",3865.892,96,96,3920.017,"FOUR_WHEEL_CHANGE",26.2925,229
"1747","Corey LaJoie","Folds of Honor QuikTrip 500",4651.85,105,105,4690.99,"FOUR_WHEEL_CHANGE",12.7125,220
"1749","Corey LaJoie","Folds of Honor QuikTrip 500",6490.639,148,148,6602.008,"FOUR_WHEEL_CHANGE",84.0294,177
"1750","Corey LaJoie","Folds of Honor QuikTrip 500",6705.756,150,151,6803.631,"OTHER",69.4636,175
"1751","Corey LaJoie","Folds of Honor QuikTrip 500",9650.264,212,212,9689.093,"FOUR_WHEEL_CHANGE",12.1454,113
"1752","Corey LaJoie","Folds of Honor QuikTrip 500",9852.482,214,214,9904.869,"OTHER",24.8914,111
"1753","Corey LaJoie","Folds of Honor QuikTrip 500",11203.628,254,254,11251.596,"FOUR_WHEEL_CHANGE",21.2209,71
"1754","Corey LaJoie","Folds of Honor QuikTrip 500",11517.585,257,257,11555.248,"OTHER",9.7095,68
"1755","Corey LaJoie","Folds of Honor QuikTrip 500",13072.415,302,302,13112.588,"FOUR_WHEEL_CHANGE",13.4465,23
"1759","Chase Elliott","Folds of Honor QuikTrip 500",1930.113,46,46,1967.717,"TWO_WHEEL_CHANGE_RIGHT",8.3749,279
"1760","Chase Elliott","Folds of Honor QuikTrip 500",3863.163,96,96,3901.621,"FOUR_WHEEL_CHANGE",11.3444,229
"1761","Chase Elliott","Folds of Honor QuikTrip 500",4645.966,105,105,4675.97,"OTHER",3.0029,220
"1762","Chase Elliott","Folds of Honor QuikTrip 500",6488.012,148,148,6523.372,"TWO_WHEEL_CHANGE_RIGHT",7.6742,177
"1763","Chase Elliott","Folds of Honor QuikTrip 500",9644.709,212,212,9747.608,"FOUR_WHEEL_CHANGE",75.3554,113
"1764","Chase Elliott","Folds of Honor QuikTrip 500",11198.155,254,254,11238.5,"FOUR_WHEEL_CHANGE",13.7137,71
"1768","Chris Buescher","Folds of Honor QuikTrip 500",1048.632,26,27,1086.346,"TWO_WHEEL_CHANGE_RIGHT",10.7439,299
"1769","Chris Buescher","Folds of Honor QuikTrip 500",1937.161,46,46,1974.322,"OTHER",7.7409,279
"1770","Chris Buescher","Folds of Honor QuikTrip 500",3867.239,96,96,3958.478,"FOUR_WHEEL_CHANGE",63.8295,229
"1771","Chris Buescher","Folds of Honor QuikTrip 500",6488.866,148,148,6528.819,"FOUR_WHEEL_CHANGE",12.512,177
"1772","Chris Buescher","Folds of Honor QuikTrip 500",8951.663,203,203,8996.649,"FOUR_WHEEL_CHANGE",18.2885,122
"1773","Chris Buescher","Folds of Honor QuikTrip 500",9647.37,212,212,9693.834,"FOUR_WHEEL_CHANGE",19.6575,113
"1774","Chris Buescher","Folds of Honor QuikTrip 500",11201.628,254,254,11241.004,"FOUR_WHEEL_CHANGE",12.1119,71
"1778","Martin Truex Jr.","Folds of Honor QuikTrip 500",1936.124,46,46,1979.416,"FOUR_WHEEL_CHANGE",14.9146,279
"1779","Martin Truex Jr.","Folds of Honor QuikTrip 500",3864.19,96,96,3905.13,"FOUR_WHEEL_CHANGE",14.0138,229
"1780","Martin Truex Jr.","Folds of Honor QuikTrip 500",6486.333,148,148,6522.014,"TWO_WHEEL_CHANGE_RIGHT",8.2413,177
"1781","Martin Truex Jr.","Folds of Honor QuikTrip 500",6795.286,151,151,6828.367,"TWO_WHEEL_CHANGE_LEFT",5.9393,174
"1782","Martin Truex Jr.","Folds of Honor QuikTrip 500",7143.674,157,158,7228.567,"OTHER",57.5904,168
"1783","Martin Truex Jr.","Folds of Honor QuikTrip 500",8953.862,203,203,8993.322,"FOUR_WHEEL_CHANGE",12.6456,122
"1784","Martin Truex Jr.","Folds of Honor QuikTrip 500",11199.668,254,254,11237.983,"TWO_WHEEL_CHANGE_RIGHT",11.001,71
"1785","Martin Truex Jr.","Folds of Honor QuikTrip 500",13071.28,302,302,13109.196,"FOUR_WHEEL_CHANGE",11.2109,23
"1789","Joey Logano","Folds of Honor QuikTrip 500",1930.946,46,46,1964.914,"TWO_WHEEL_CHANGE_RIGHT",6.9401,279
"1790","Joey Logano","Folds of Honor QuikTrip 500",3862.163,96,96,3900.019,"FOUR_WHEEL_CHANGE",11.4112,229
"1792","Joey Logano","Folds of Honor QuikTrip 500",6285.831,145,147,6384.529,"FOUR_WHEEL_CHANGE",70.6243,180
"1793","Joey Logano","Folds of Honor QuikTrip 500",6495.4,147,148,6601.298,"OTHER",77.9679,178
"1794","Joey Logano","Folds of Honor QuikTrip 500",9055.482,204,204,9159.161,"FOUR_WHEEL_CHANGE",77.2764,121
"1795","Joey Logano","Folds of Honor QuikTrip 500",9653.194,212,212,9683.563,"OTHER",3.2032,113
"1796","Joey Logano","Folds of Honor QuikTrip 500",11200.953,254,254,11239.65,"FOUR_WHEEL_CHANGE",12.0785,71
"1797","Joey Logano","Folds of Honor QuikTrip 500",13072.779,302,302,13112.46,"FOUR_WHEEL_CHANGE",13.2463,23
"1801","Alex Bowman","Folds of Honor QuikTrip 500",1046.012,26,26,1089.627,"FOUR_WHEEL_CHANGE",16.9167,299
"1802","Alex Bowman","Folds of Honor QuikTrip 500",1935.485,46,46,1971.666,"TWO_WHEEL_CHANGE_RIGHT",6.9735,279
"1803","Alex Bowman","Folds of Honor QuikTrip 500",4644.332,105,105,4689.346,"FOUR_WHEEL_CHANGE",18.9504,220
"1805","Alex Bowman","Folds of Honor QuikTrip 500",6284.476,145,147,6322.844,"OTHER",10.2768,180
"1806","Alex Bowman","Folds of Honor QuikTrip 500",6799.297,150,151,6831.645,"OTHER",4.2041,175
"1807","Alex Bowman","Folds of Honor QuikTrip 500",9050.508,203,204,9089.247,"FOUR_WHEEL_CHANGE",12.0786,122
"1808","Alex Bowman","Folds of Honor QuikTrip 500",9757.344,213,214,9801.677,"FOUR_WHEEL_CHANGE",16.7164,112
"1809","Alex Bowman","Folds of Honor QuikTrip 500",11200.648,254,254,11238.719,"FOUR_WHEEL_CHANGE",11.1776,71
"1810","Alex Bowman","Folds of Honor QuikTrip 500",13068.872,302,302,13110.427,"FOUR_WHEEL_CHANGE",14.6143,23
"1814","Justin Haley","Folds of Honor QuikTrip 500",1933.115,46,46,1981.874,"FOUR_WHEEL_CHANGE",20.8203,279
"1815","Justin Haley","Folds of Honor QuikTrip 500",3865.523,96,96,3909.946,"FOUR_WHEEL_CHANGE",16.8327,229
"1816","Justin Haley","Folds of Honor QuikTrip 500",6488.347,148,148,6528.49,"FOUR_WHEEL_CHANGE",12.9791,177
"1817","Justin Haley","Folds of Honor QuikTrip 500",8954.658,203,203,8997.414,"FOUR_WHEEL_CHANGE",14.8478,122
"1818","Justin Haley","Folds of Honor QuikTrip 500",9648.66,212,212,9679.61,"OTHER",3.37,113
"1819","Justin Haley","Folds of Honor QuikTrip 500",11202.577,254,254,11256.975,"TWO_WHEEL_CHANGE_RIGHT",26.3259,71
"1820","Justin Haley","Folds of Honor QuikTrip 500",13073.477,302,302,13124.723,"FOUR_WHEEL_CHANGE",23.0559,23
"1824","Brad Keselowski","Folds of Honor QuikTrip 500",1050.601,26,27,1090.524,"FOUR_WHEEL_CHANGE",13.0462,299
"1825","Brad Keselowski","Folds of Honor QuikTrip 500",1938.211,46,46,2022.186,"FOUR_WHEEL_CHANGE",53.5191,279
"1826","Brad Keselowski","Folds of Honor QuikTrip 500",2150.96,48,49,2217.373,"OTHER",37.7372,277
"1827","Brad Keselowski","Folds of Honor QuikTrip 500",3869.683,96,97,3967.741,"FOUR_WHEEL_CHANGE",69.1801,229
"1828","Brad Keselowski","Folds of Honor QuikTrip 500",4006.393,97,98,4069.784,"OTHER",35.2017,228
"1829","Brad Keselowski","Folds of Honor QuikTrip 500",6487.064,148,148,6525.372,"FOUR_WHEEL_CHANGE",11.4779,177
"1830","Brad Keselowski","Folds of Honor QuikTrip 500",9645.649,212,212,9690.432,"FOUR_WHEEL_CHANGE",17.4505,113
"1831","Brad Keselowski","Folds of Honor QuikTrip 500",11201.992,254,254,11240.46,"FOUR_WHEEL_CHANGE",11.4781,71
"1832","Brad Keselowski","Folds of Honor QuikTrip 500",11314.767,255,255,11349.381,"OTHER",4.1707,70
"1833","Brad Keselowski","Folds of Honor QuikTrip 500",13070.857,302,302,13119.969,"FOUR_WHEEL_CHANGE",21.3876,23
"1837","Bubba Wallace","Folds of Honor QuikTrip 500",1932.825,46,46,1974.63,"TWO_WHEEL_CHANGE_RIGHT",13.5271,279
"1838","Bubba Wallace","Folds of Honor QuikTrip 500",3861.679,96,96,3902.223,"FOUR_WHEEL_CHANGE",13.6468,229
"1840","Bubba Wallace","Folds of Honor QuikTrip 500",6490.109,148,148,6534.181,"FOUR_WHEEL_CHANGE",16.6311,177
"1841","Bubba Wallace","Folds of Honor QuikTrip 500",8952.876,203,203,8992.69,"FOUR_WHEEL_CHANGE",12.9459,122
"1842","Bubba Wallace","Folds of Honor QuikTrip 500",11199.988,254,254,11235.73,"TWO_WHEEL_CHANGE_RIGHT",8.7085,71
"1845","Erik Jones","Folds of Honor QuikTrip 500",1931.218,46,46,1966.972,"TWO_WHEEL_CHANGE_RIGHT",6.8734,279
"1846","Erik Jones","Folds of Honor QuikTrip 500",4643.715,105,105,4682.66,"FOUR_WHEEL_CHANGE",12.212,220
"1848","Erik Jones","Folds of Honor QuikTrip 500",6489.611,148,148,6523.041,"TWO_WHEEL_CHANGE_RIGHT",6.5729,177
"1849","Erik Jones","Folds of Honor QuikTrip 500",8952.084,203,203,9049.59,"FOUR_WHEEL_CHANGE",70.3452,122
"1850","Erik Jones","Folds of Honor QuikTrip 500",9647.852,212,212,9758.058,"OTHER",82.7153,113
"1851","Erik Jones","Folds of Honor QuikTrip 500",11202.256,254,254,11237.388,"TWO_WHEEL_CHANGE_RIGHT",8.3415,71
"1855","Chase Briscoe","Folds of Honor QuikTrip 500",1936.801,46,46,1999.302,"FOUR_WHEEL_CHANGE",32.7987,279
"1856","Chase Briscoe","Folds of Honor QuikTrip 500",3866.448,96,96,3907.772,"FOUR_WHEEL_CHANGE",14.5143,229
"1857","Chase Briscoe","Folds of Honor QuikTrip 500",4069.365,98,99,4104.249,"OTHER",7.0068,227
"1858","Chase Briscoe","Folds of Honor QuikTrip 500",4353.989,102,103,4446.649,"FOUR_WHEEL_CHANGE",64.9307,223
"1859","Chase Briscoe","Folds of Honor QuikTrip 500",4562.518,104,105,4647.146,"OTHER",56.5224,221
"1861","Chase Briscoe","Folds of Honor QuikTrip 500",6489.328,148,148,6530.216,"FOUR_WHEEL_CHANGE",13.6799,177
"1862","Chase Briscoe","Folds of Honor QuikTrip 500",9645.055,212,212,9683.279,"FOUR_WHEEL_CHANGE",11.8453,113
"1863","Chase Briscoe","Folds of Honor QuikTrip 500",11199.09,254,254,11238.024,"FOUR_WHEEL_CHANGE",12.2787,71
"1867","Josh Bilicki","Folds of Honor QuikTrip 500",1050.213,26,27,1094.463,"FOUR_WHEEL_CHANGE",17.0503,299
"1868","Josh Bilicki","Folds of Honor QuikTrip 500",1937.546,46,46,1985.804,"FOUR_WHEEL_CHANGE",17.8173,279
"1869","Josh Bilicki","Folds of Honor QuikTrip 500",2047.649,47,48,2093.156,"OTHER",15.3816,278
"1870","Josh Bilicki","Folds of Honor QuikTrip 500",3869.171,96,97,3911.472,"FOUR_WHEEL_CHANGE",15.1149,229
"1872","Josh Bilicki","Folds of Honor QuikTrip 500",6491.15,148,148,6532.344,"FOUR_WHEEL_CHANGE",13.9468,177
"1873","Josh Bilicki","Folds of Honor QuikTrip 500",8956.402,203,203,8998.583,"FOUR_WHEEL_CHANGE",14.5142,122
"1874","Josh Bilicki","Folds of Honor QuikTrip 500",9748.688,213,213,9844.496,"OTHER",67.3943,112
"1875","Josh Bilicki","Folds of Honor QuikTrip 500",11204.932,254,254,11245.584,"FOUR_WHEEL_CHANGE",13.8803,71
"1876","Josh Bilicki","Folds of Honor QuikTrip 500",11517.177,257,257,11549.463,"OTHER",4.0038,68
"1877","Josh Bilicki","Folds of Honor QuikTrip 500",13074.462,302,302,13121.42,"FOUR_WHEEL_CHANGE",19.3189,23
"1881","Ryan Blaney","Folds of Honor QuikTrip 500",1930.677,46,46,1964.347,"TWO_WHEEL_CHANGE_RIGHT",6.7399,279
"1882","Ryan Blaney","Folds of Honor QuikTrip 500",2129.863,48,48,2170.059,"OTHER",10.5435,277
"1883","Ryan Blaney","Folds of Honor QuikTrip 500",2249.724,49,50,2294.869,"FOUR_WHEEL_CHANGE",15.6152,276
"1884","Ryan Blaney","Folds of Honor QuikTrip 500",3863.851,96,96,3901.868,"FOUR_WHEEL_CHANGE",11.3445,229
"1885","Ryan Blaney","Folds of Honor QuikTrip 500",4646.471,105,105,4676.818,"OTHER",2.6025,220
"1886","Ryan Blaney","Folds of Honor QuikTrip 500",6485.992,148,148,6521.06,"TWO_WHEEL_CHANGE_RIGHT",8.2078,177
"1887","Ryan Blaney","Folds of Honor QuikTrip 500",9644.471,212,212,9684.068,"FOUR_WHEEL_CHANGE",12.7954,113
"1888","Ryan Blaney","Folds of Honor QuikTrip 500",11201.275,254,254,11236.295,"TWO_WHEEL_CHANGE_RIGHT",8.3081,71
"1892","David Ragan","Folds of Honor QuikTrip 500",1053.789,26,27,1087.548,"OTHER",6.373,299
"1893","David Ragan","Folds of Honor QuikTrip 500",1941.101,46,46,1994.046,"FOUR_WHEEL_CHANGE",18.8915,279
"1894","David Ragan","Folds of Honor QuikTrip 500",3871.357,96,97,3942.817,"FOUR_WHEEL_CHANGE",43.0758,229
"1895","David Ragan","Folds of Honor QuikTrip 500",4652.667,105,105,4687.853,"OTHER",6.1394,220
"1897","David Ragan","Folds of Honor QuikTrip 500",6492.844,148,148,6533.771,"FOUR_WHEEL_CHANGE",14.2471,177
"1898","David Ragan","Folds of Honor QuikTrip 500",9049.919,203,204,9105.321,"FOUR_WHEEL_CHANGE",28.6854,122
"1899","David Ragan","Folds of Honor QuikTrip 500",9746.621,212,213,9778.993,"OTHER",4.838,113
"1900","David Ragan","Folds of Honor QuikTrip 500",11321.641,255,256,11369.178,"FOUR_WHEEL_CHANGE",20.4865,70
"1901","David Ragan","Folds of Honor QuikTrip 500",13073.929,302,302,13125.085,"FOUR_WHEEL_CHANGE",22.2217,23
"1905","BJ McLeod","Folds of Honor QuikTrip 500",2029.659,47,47,2072.772,"FOUR_WHEEL_CHANGE",13.8802,278
"1906","BJ McLeod","Folds of Honor QuikTrip 500",4749.711,106,106,4792.341,"FOUR_WHEEL_CHANGE",15.2811,219
"1908","BJ McLeod","Folds of Honor QuikTrip 500",6688.998,150,150,6742.19,"FOUR_WHEEL_CHANGE",26.5595,175
"1909","BJ McLeod","Folds of Honor QuikTrip 500",9750.781,213,213,9791.056,"FOUR_WHEEL_CHANGE",13.9487,112
"1910","BJ McLeod","Folds of Honor QuikTrip 500",11307.419,255,255,11348.029,"FOUR_WHEEL_CHANGE",13.0795,70
"1911","BJ McLeod","Folds of Honor QuikTrip 500",11519.779,257,258,11554.906,"OTHER",5.8723,68
"1912","BJ McLeod","Folds of Honor QuikTrip 500",13172.233,303,303,13212.336,"FOUR_WHEEL_CHANGE",13.0794,22
"1916","Greg Biffle","Folds of Honor QuikTrip 500",1052.072,26,27,1097.525,"FOUR_WHEEL_CHANGE",17.8177,299
"1917","Greg Biffle","Folds of Honor QuikTrip 500",1940.148,46,46,1996.538,"FOUR_WHEEL_CHANGE",20.3503,279
"1918","Greg Biffle","Folds of Honor QuikTrip 500",3870.194,96,97,3919.585,"FOUR_WHEEL_CHANGE",22.2219,229
"1919","Greg Biffle","Folds of Honor QuikTrip 500",4747.929,106,106,4784.52,"OTHER",6.1391,219
"1921","Greg Biffle","Folds of Honor QuikTrip 500",6493.625,148,148,6535.977,"FOUR_WHEEL_CHANGE",15.682,177
"1922","Greg Biffle","Folds of Honor QuikTrip 500",8954.244,203,203,9013.509,"FOUR_WHEEL_CHANGE",31.5312,122
"1923","Greg Biffle","Folds of Honor QuikTrip 500",11203.281,254,254,11248.862,"FOUR_WHEEL_CHANGE",17.3417,71
"1924","Greg Biffle","Folds of Honor QuikTrip 500",11420.737,256,256,11465.646,"OTHER",15.2482,69
"1925","Greg Biffle","Folds of Honor QuikTrip 500",13075.115,302,302,13128.785,"FOUR_WHEEL_CHANGE",25.5917,23
"1929","Kevin Harvick","Folds of Honor QuikTrip 500",1050.977,26,27,1091.542,"FOUR_WHEEL_CHANGE",13.6135,299
"1930","Kevin Harvick","Folds of Honor QuikTrip 500",1939.307,46,46,1976.24,"TWO_WHEEL_CHANGE_RIGHT",8.1129,279
"1931","Kevin Harvick","Folds of Honor QuikTrip 500",3864.513,96,96,3903.167,"FOUR_WHEEL_CHANGE",11.9117,229
"1932","Kevin Harvick","Folds of Honor QuikTrip 500",6485.406,148,148,6520.166,"TWO_WHEEL_CHANGE_RIGHT",7.91,177
"1933","Kevin Harvick","Folds of Honor QuikTrip 500",8733.618,201,201,8832.794,"FOUR_WHEEL_CHANGE",71.1673,124
"1934","Kevin Harvick","Folds of Honor QuikTrip 500",8958.026,203,204,9033.799,"TWO_WHEEL_CHANGE_RIGHT",48.8152,122
"1935","Kevin Harvick","Folds of Honor QuikTrip 500",9155.69,205,205,9209.904,"OTHER",27.1935,120
"1936","Kevin Harvick","Folds of Honor QuikTrip 500",9653.969,212,212,9735.12,"OTHER",53.996,113
"1937","Kevin Harvick","Folds of Honor QuikTrip 500",9853.09,214,214,9896.15,"OTHER",16.1826,111
"1938","Kevin Harvick","Folds of Honor QuikTrip 500",11206.702,253,254,11314.225,"OTHER",80.1948,72
"1939","Kevin Harvick","Folds of Honor QuikTrip 500",11353.098,254,256,11394.078,"FOUR_WHEEL_CHANGE",14.0141,71
"1940","Kevin Harvick","Folds of Honor QuikTrip 500",13178.555,302,304,13259.229,"FOUR_WHEEL_CHANGE",53.4825,23
"1941","Kevin Harvick","Folds of Honor QuikTrip 500",13645.705,309,310,13729.565,"OTHER",56.6559,16
"1945","Aric Almirola","Folds of Honor QuikTrip 500",1045.568,26,26,1078.02,"TWO_WHEEL_CHANGE_RIGHT",5.7723,299
"1946","Aric Almirola","Folds of Honor QuikTrip 500",1938.554,46,46,2007.234,"FOUR_WHEEL_CHANGE",40.1184,279
"1947","Aric Almirola","Folds of Honor QuikTrip 500",4645.401,105,105,4686.233,"FOUR_WHEEL_CHANGE",14.0805,220
"1948","Aric Almirola","Folds of Honor QuikTrip 500",6487.387,148,148,6521.28,"TWO_WHEEL_CHANGE_RIGHT",7.0065,177
"1949","Aric Almirola","Folds of Honor QuikTrip 500",9645.301,212,212,9685.028,"FOUR_WHEEL_CHANGE",13.0798,113
"1950","Aric Almirola","Folds of Honor QuikTrip 500",11200.255,254,254,11233.902,"TWO_WHEEL_CHANGE_RIGHT",6.9231,71
"1951","Aric Almirola","Folds of Honor QuikTrip 500",13470.578,307,308,13536.366,"FOUR_WHEEL_CHANGE",39.3055,18
"1952","Aric Almirola","Folds of Honor QuikTrip 500",13645.326,309,310,13714.951,"OTHER",42.1749,16
"1956","Christopher Bell","Folds of Honor QuikTrip 500",1935.79,46,46,1976.87,"FOUR_WHEEL_CHANGE",12.6456,279
"1957","Christopher Bell","Folds of Honor QuikTrip 500",2243.562,49,50,2277.053,"OTHER",6.573,276
"1958","Christopher Bell","Folds of Honor QuikTrip 500",3861.339,96,96,3899.18,"FOUR_WHEEL_CHANGE",11.2778,229
"1959","Christopher Bell","Folds of Honor QuikTrip 500",6485.698,148,148,6521.865,"TWO_WHEEL_CHANGE_RIGHT",9.6138,177
"1960","Christopher Bell","Folds of Honor QuikTrip 500",8950.914,203,203,8990.119,"FOUR_WHEEL_CHANGE",12.5122,122
"1961","Christopher Bell","Folds of Honor QuikTrip 500",9151.421,205,205,9197.827,"OTHER",19.219,120
"1962","Christopher Bell","Folds of Honor QuikTrip 500",11198.746,254,254,11243.355,"FOUR_WHEEL_CHANGE",17.8509,71
"1966","Michael McDowell","Folds of Honor QuikTrip 500",1051.505,26,27,1092.283,"FOUR_WHEEL_CHANGE",13.8137,299
"1967","Michael McDowell","Folds of Honor QuikTrip 500",1939.669,46,46,1983.277,"FOUR_WHEEL_CHANGE",14.9812,279
"1970","Michael McDowell","Folds of Honor QuikTrip 500",6598.821,146,149,6701.519,"OTHER",75.3952,179
"1971","Michael McDowell","Folds of Honor QuikTrip 500",6807.069,148,152,6858.541,"OTHER",24.0905,177
"1972","Michael McDowell","Folds of Honor QuikTrip 500",7246.053,155,159,7344.201,"OTHER",70.5084,170
"1973","Michael McDowell","Folds of Honor QuikTrip 500",9052.779,201,204,9096.254,"FOUR_WHEEL_CHANGE",16.583,124
"1974","Michael McDowell","Folds of Honor QuikTrip 500",9750.136,210,213,9781.598,"OTHER",4.6729,115
"1975","Michael McDowell","Folds of Honor QuikTrip 500",12622.892,289,292,12664.76,"FOUR_WHEEL_CHANGE",14.9816,36
"1979","Harrison Burton","Folds of Honor QuikTrip 500",1935.108,46,46,1976.016,"TWO_WHEEL_CHANGE_RIGHT",13.1463,279
"1980","Harrison Burton","Folds of Honor QuikTrip 500",3867.996,96,97,3907.187,"FOUR_WHEEL_CHANGE",12.3454,229
"1981","Harrison Burton","Folds of Honor QuikTrip 500",4254.36,101,102,4338.431,"FOUR_WHEEL_CHANGE",53.7863,224
"1982","Harrison Burton","Folds of Honor QuikTrip 500",4949.052,108,108,4983.573,"OTHER",3.6036,217
"1983","Harrison Burton","Folds of Honor QuikTrip 500",6272.524,146,146,6350.924,"FOUR_WHEEL_CHANGE",49.5486,179
"1984","Harrison Burton","Folds of Honor QuikTrip 500",6393.562,147,148,6495.062,"TWO_WHEEL_CHANGE_RIGHT",70.9017,178
"1985","Harrison Burton","Folds of Honor QuikTrip 500",6599.527,149,149,6685.851,"OTHER",57.8607,176
"1986","Harrison Burton","Folds of Honor QuikTrip 500",7145.473,157,158,7229.267,"OTHER",55.1877,168
"1987","Harrison Burton","Folds of Honor QuikTrip 500",9053.769,203,204,9100.284,"FOUR_WHEEL_CHANGE",18.8853,122
"1988","Harrison Burton","Folds of Honor QuikTrip 500",9749.309,212,213,9785.268,"OTHER",7.3756,113
"1989","Harrison Burton","Folds of Honor QuikTrip 500",12468.526,284,287,12511.828,"FOUR_WHEEL_CHANGE",16.3491,41
"1990","Harrison Burton","Folds of Honor QuikTrip 500",13172.978,299,303,13262.933,"OTHER",61.3266,26
"1994","Cody Ware","Folds of Honor QuikTrip 500",1941.824,46,46,1995.086,"FOUR_WHEEL_CHANGE",21.2511,279
"1998","Cody Ware","Folds of Honor QuikTrip 500",6494.364,148,148,6543.113,"FOUR_WHEEL_CHANGE",21.3207,177
"1999","Cody Ware","Folds of Honor QuikTrip 500",9652.862,212,212,9697.199,"FOUR_WHEEL_CHANGE",17.109,113
"2000","Cody Ware","Folds of Honor QuikTrip 500",11206.058,254,254,11258.64,"FOUR_WHEEL_CHANGE",25.2248,71
"2003","Todd Gilliland","Folds of Honor QuikTrip 500",1053.028,26,27,1097.114,"FOUR_WHEEL_CHANGE",17.0169,299
"2004","Todd Gilliland","Folds of Honor QuikTrip 500",1940.575,46,46,1985.84,"FOUR_WHEEL_CHANGE",15.0813,279
"2005","Todd Gilliland","Folds of Honor QuikTrip 500",2145.631,48,49,2178.749,"OTHER",5.5053,277
"2006","Todd Gilliland","Folds of Honor QuikTrip 500",3870.676,96,97,3920.912,"FOUR_WHEEL_CHANGE",23.2896,229
"2007","Todd Gilliland","Folds of Honor QuikTrip 500",6128.198,144,145,6189.232,"FOUR_WHEEL_CHANGE",32.5653,181
"2008","Todd Gilliland","Folds of Honor QuikTrip 500",6268.571,145,146,6333.637,"TWO_WHEEL_CHANGE_RIGHT",37.0362,180
"2009","Todd Gilliland","Folds of Honor QuikTrip 500",6392.341,146,148,6869.98,"OTHER",449.3726,179
"2010","Todd Gilliland","Folds of Honor QuikTrip 500",7246.52,153,159,7289.696,"OTHER",16.0492,172
"2011","Todd Gilliland","Folds of Honor QuikTrip 500",9051.993,199,204,9092.977,"FOUR_WHEEL_CHANGE",14.5477,126
"2012","Todd Gilliland","Folds of Honor QuikTrip 500",9746.984,208,213,9779.706,"OTHER",5.3874,117
"2013","Todd Gilliland","Folds of Honor QuikTrip 500",12585.209,286,291,12631.372,"FOUR_WHEEL_CHANGE",19.7859,39
"2014","Todd Gilliland","Folds of Honor QuikTrip 500",12918.866,294,301,13202.035,"FOUR_WHEEL_CHANGE",250.7768,31
"2015","Todd Gilliland","Folds of Honor QuikTrip 500",13286.33,295,305,13343.296,"OTHER",26.2924,30
"2020","Tyler Reddick","Folds of Honor QuikTrip 500",1932.163,46,46,1967.288,"TWO_WHEEL_CHANGE_RIGHT",6.9859,279
"2021","Tyler Reddick","Folds of Honor QuikTrip 500",4644.661,105,105,4686.254,"FOUR_WHEEL_CHANGE",15.2483,220
"2026","Tyler Reddick","Folds of Honor QuikTrip 500",6590.156,146,149,6702.753,"OTHER",93.8901,179
"2027","Tyler Reddick","Folds of Honor QuikTrip 500",6808.775,148,152,6949.043,"OTHER",111.9442,177
"2028","Tyler Reddick","Folds of Honor QuikTrip 500",7247.078,153,159,7347.317,"OTHER",73.455,172
"2029","Tyler Reddick","Folds of Honor QuikTrip 500",9054.291,199,204,9110.166,"FOUR_WHEEL_CHANGE",28.4948,126
"2030","Tyler Reddick","Folds of Honor QuikTrip 500",9747.809,208,213,9783.76,"OTHER",7.7092,117
