"","driver","race","pit_in_elapsed_time","pit_in_lap_count","pit_in_leader_lap","pit_out_elapsed_time","pit_stop_type","pit_stop_duration","laps_remaining"
"1402","Kurt Busch","Ruoff Mortgage 500",847.152,27,27,896.683,"FOUR_WHEEL_CHANGE",12.6792,285
"1403","Kurt Busch","Ruoff Mortgage 500",2367.462,63,63,2416.417,"FOUR_WHEEL_CHANGE",12.0771,249
"1404","Kurt Busch","Ruoff Mortgage 500",4307.869,120,120,4360.456,"FOUR_WHEEL_CHANGE",15.862,192
"1405","Kurt Busch","Ruoff Mortgage 500",6581.413,188,188,6630.465,"FOUR_WHEEL_CHANGE",12.2666,124
"1406","Kurt Busch","Ruoff Mortgage 500",8015.876,224,224,8063.506,"FOUR_WHEEL_CHANGE",11.3781,88
"1407","Kurt Busch","Ruoff Mortgage 500",10068.707,287,287,10116.584,"FOUR_WHEEL_CHANGE",11.3439,25
"1411","Kevin Harvick","Ruoff Mortgage 500",845.347,27,27,897.418,"FOUR_WHEEL_CHANGE",15.1736,285
"1412","Kevin Harvick","Ruoff Mortgage 500",2366.182,63,63,2413.736,"FOUR_WHEEL_CHANGE",10.909,249
"1413","Kevin Harvick","Ruoff Mortgage 500",4303.919,120,120,4351.784,"FOUR_WHEEL_CHANGE",11.4113,192
"1414","Kevin Harvick","Ruoff Mortgage 500",6576.265,188,188,6623.635,"FOUR_WHEEL_CHANGE",10.9105,124
"1415","Kevin Harvick","Ruoff Mortgage 500",8012.258,224,224,8060.388,"FOUR_WHEEL_CHANGE",11.9119,88
"1416","Kevin Harvick","Ruoff Mortgage 500",10065.589,287,287,10112.658,"FOUR_WHEEL_CHANGE",11.1436,25
"1420","Kyle Busch","Ruoff Mortgage 500",844.044,27,27,900.393,"FOUR_WHEEL_CHANGE",20.0228,285
"1421","Kyle Busch","Ruoff Mortgage 500",1666.446,48,48,1715.98,"FOUR_WHEEL_CHANGE",13.4112,264
"1422","Kyle Busch","Ruoff Mortgage 500",4304.741,120,120,4356.292,"FOUR_WHEEL_CHANGE",15.5826,192
"1423","Kyle Busch","Ruoff Mortgage 500",6578.724,188,188,6626.658,"FOUR_WHEEL_CHANGE",11.8113,124
"1424","Kyle Busch","Ruoff Mortgage 500",8015.242,224,224,8065.446,"FOUR_WHEEL_CHANGE",14.3439,88
"1425","Kyle Busch","Ruoff Mortgage 500",10068.967,287,287,10116.453,"FOUR_WHEEL_CHANGE",11.6783,25
"1426","Kyle Busch","Ruoff Mortgage 500",10855.006,305,305,10902.074,"FOUR_WHEEL_CHANGE",10.911,7
"1430","Joey Logano","Ruoff Mortgage 500",844.354,27,27,889.955,"TWO_WHEEL_CHANGE_RIGHT",9.4754,285
"1431","Joey Logano","Ruoff Mortgage 500",2366.496,63,63,2414.049,"FOUR_WHEEL_CHANGE",11.411,249
"1432","Joey Logano","Ruoff Mortgage 500",4306.296,120,120,4354.054,"FOUR_WHEEL_CHANGE",11.4113,192
"1433","Joey Logano","Ruoff Mortgage 500",6578.554,188,188,6627.739,"FOUR_WHEEL_CHANGE",12.9463,124
"1434","Joey Logano","Ruoff Mortgage 500",8014.405,224,224,8062.214,"FOUR_WHEEL_CHANGE",11.7116,88
"1435","Joey Logano","Ruoff Mortgage 500",10066.665,287,287,10114.444,"FOUR_WHEEL_CHANGE",11.4773,25
"1439","Daniel Suarez","Ruoff Mortgage 500",848.087,27,27,896.195,"FOUR_WHEEL_CHANGE",11.7446,285
"1440","Daniel Suarez","Ruoff Mortgage 500",1665.412,48,48,1714.803,"FOUR_WHEEL_CHANGE",12.7789,264
"1441","Daniel Suarez","Ruoff Mortgage 500",2369.732,63,63,2423.119,"FOUR_WHEEL_CHANGE",17.0815,249
"1442","Daniel Suarez","Ruoff Mortgage 500",4310.02,120,120,4359.299,"FOUR_WHEEL_CHANGE",12.8463,192
"1443","Daniel Suarez","Ruoff Mortgage 500",6579.907,188,188,6628.025,"FOUR_WHEEL_CHANGE",11.8113,124
"1444","Daniel Suarez","Ruoff Mortgage 500",8014.692,224,224,8061.893,"FOUR_WHEEL_CHANGE",11.378,88
"1445","Daniel Suarez","Ruoff Mortgage 500",10070.36,287,287,10118.887,"FOUR_WHEEL_CHANGE",12.5449,25
"1446","Daniel Suarez","Ruoff Mortgage 500",10854.455,305,305,10895.755,"TWO_WHEEL_CHANGE_RIGHT",5.1048,7
"1450","Chris Buescher","Ruoff Mortgage 500",851.483,27,27,899.925,"FOUR_WHEEL_CHANGE",12.045,285
"1451","Chris Buescher","Ruoff Mortgage 500",2368.26,63,63,2421.011,"FOUR_WHEEL_CHANGE",16.214,249
"1452","Chris Buescher","Ruoff Mortgage 500",4308.571,120,120,4357.055,"FOUR_WHEEL_CHANGE",11.8112,192
"1453","Chris Buescher","Ruoff Mortgage 500",6580.269,188,188,6629.14,"FOUR_WHEEL_CHANGE",11.5595,124
"1454","Chris Buescher","Ruoff Mortgage 500",8015,224,224,8063.532,"FOUR_WHEEL_CHANGE",12.0453,88
"1455","Chris Buescher","Ruoff Mortgage 500",10070,287,287,10117.575,"FOUR_WHEEL_CHANGE",11.3772,25
"1456","Chris Buescher","Ruoff Mortgage 500",10854.156,305,305,10900.89,"FOUR_WHEEL_CHANGE",10.7445,7
"1460","Chase Elliott","Ruoff Mortgage 500",845.651,27,27,893.264,"FOUR_WHEEL_CHANGE",11.4447,285
"1461","Chase Elliott","Ruoff Mortgage 500",2364.637,63,63,2411.577,"FOUR_WHEEL_CHANGE",11.0436,249
"1462","Chase Elliott","Ruoff Mortgage 500",4303.365,120,120,4350.284,"FOUR_WHEEL_CHANGE",11.1337,192
"1463","Chase Elliott","Ruoff Mortgage 500",6575.758,188,188,6623.195,"FOUR_WHEEL_CHANGE",11.6595,124
"1464","Chase Elliott","Ruoff Mortgage 500",8011.393,224,224,8057.973,"FOUR_WHEEL_CHANGE",10.9781,88
"1465","Chase Elliott","Ruoff Mortgage 500",10065.237,287,287,10114.117,"FOUR_WHEEL_CHANGE",13.0128,25
"1466","Chase Elliott","Ruoff Mortgage 500",10854.726,305,305,10902.906,"FOUR_WHEEL_CHANGE",12.0786,7
"1470","Aric Almirola","Ruoff Mortgage 500",846.52,27,27,894.319,"FOUR_WHEEL_CHANGE",11.7777,285
"1471","Aric Almirola","Ruoff Mortgage 500",1663.646,48,48,1712.882,"FOUR_WHEEL_CHANGE",12.6119,264
"1472","Aric Almirola","Ruoff Mortgage 500",2370.433,63,63,2420.274,"FOUR_WHEEL_CHANGE",13.5116,249
"1473","Aric Almirola","Ruoff Mortgage 500",4308.089,120,120,4355.555,"FOUR_WHEEL_CHANGE",11.4447,192
"1474","Aric Almirola","Ruoff Mortgage 500",6579.04,188,188,6628.995,"FOUR_WHEEL_CHANGE",13.9138,124
"1475","Aric Almirola","Ruoff Mortgage 500",8015.524,224,224,8063.116,"FOUR_WHEEL_CHANGE",11.7449,88
"1476","Aric Almirola","Ruoff Mortgage 500",10068.035,287,287,10115.677,"FOUR_WHEEL_CHANGE",11.5774,25
"1480","Denny Hamlin","Ruoff Mortgage 500",843.135,27,27,891.849,"FOUR_WHEEL_CHANGE",12.5792,285
"1481","Denny Hamlin","Ruoff Mortgage 500",2370.891,63,63,2418.502,"FOUR_WHEEL_CHANGE",11.7447,249
"1482","Denny Hamlin","Ruoff Mortgage 500",4307.57,120,120,4358.413,"FOUR_WHEEL_CHANGE",15.2486,192
"1483","Denny Hamlin","Ruoff Mortgage 500",6580.925,188,188,6652.263,"FOUR_WHEEL_CHANGE",27.7942,124
"1484","Denny Hamlin","Ruoff Mortgage 500",8016.141,224,224,8063.321,"FOUR_WHEEL_CHANGE",11.3453,88
"1485","Denny Hamlin","Ruoff Mortgage 500",10069.473,287,287,10117.225,"FOUR_WHEEL_CHANGE",11.7116,25
"1489","Alex Bowman","Ruoff Mortgage 500",845.026,27,27,892.474,"FOUR_WHEEL_CHANGE",11.1536,285
"1490","Alex Bowman","Ruoff Mortgage 500",2365.306,63,63,2414.008,"FOUR_WHEEL_CHANGE",12.4438,249
"1491","Alex Bowman","Ruoff Mortgage 500",4305.51,120,120,4354.581,"FOUR_WHEEL_CHANGE",12.746,192
"1492","Alex Bowman","Ruoff Mortgage 500",6579.344,188,188,6627.384,"FOUR_WHEEL_CHANGE",12.2453,124
"1493","Alex Bowman","Ruoff Mortgage 500",8014.123,224,224,8061.282,"FOUR_WHEEL_CHANGE",11.0444,88
"1494","Alex Bowman","Ruoff Mortgage 500",10067.829,287,287,10138.57,"FOUR_WHEEL_CHANGE",33.8632,25
"1498","Ty Dillon","Ruoff Mortgage 500",849.274,27,27,897.961,"FOUR_WHEEL_CHANGE",12.3122,285
"1499","Ty Dillon","Ruoff Mortgage 500",2369.429,63,63,2417.623,"FOUR_WHEEL_CHANGE",11.6089,249
"1500","Ty Dillon","Ruoff Mortgage 500",4310.489,120,120,4358.802,"FOUR_WHEEL_CHANGE",11.9122,192
"1501","Ty Dillon","Ruoff Mortgage 500",6668.535,189,189,6718.52,"FOUR_WHEEL_CHANGE",12.5368,123
"1502","Ty Dillon","Ruoff Mortgage 500",8018.214,224,224,8066.461,"FOUR_WHEEL_CHANGE",12.1125,88
"1503","Ty Dillon","Ruoff Mortgage 500",10071.554,287,287,10119.858,"FOUR_WHEEL_CHANGE",12.0452,25
"1504","Ty Dillon","Ruoff Mortgage 500",10855.552,305,305,10903.371,"FOUR_WHEEL_CHANGE",11.3726,7
"1508","Cole Custer","Ruoff Mortgage 500",851.173,27,27,899.784,"FOUR_WHEEL_CHANGE",12.0119,285
"1509","Cole Custer","Ruoff Mortgage 500",1667.872,48,48,1716.72,"FOUR_WHEEL_CHANGE",12.646,264
"1510","Cole Custer","Ruoff Mortgage 500",4307.018,120,120,4355.79,"FOUR_WHEEL_CHANGE",12.446,192
"1511","Cole Custer","Ruoff Mortgage 500",6580.633,188,188,6630.33,"FOUR_WHEEL_CHANGE",13.4463,124
"1512","Cole Custer","Ruoff Mortgage 500",8016.84,224,224,8064.778,"FOUR_WHEEL_CHANGE",11.5786,88
"1513","Cole Custer","Ruoff Mortgage 500",10069.405,287,287,10117.315,"FOUR_WHEEL_CHANGE",11.1443,25
"1517","Justin Haley","Ruoff Mortgage 500",851.895,27,27,905.425,"FOUR_WHEEL_CHANGE",16.6328,285
"1518","Justin Haley","Ruoff Mortgage 500",1670.975,48,48,1725.897,"FOUR_WHEEL_CHANGE",17.8047,264
"1519","Justin Haley","Ruoff Mortgage 500",2372.469,63,63,2422.836,"FOUR_WHEEL_CHANGE",13.9119,249
"1520","Justin Haley","Ruoff Mortgage 500",4311.566,120,120,4361.566,"FOUR_WHEEL_CHANGE",13.0634,192
"1521","Justin Haley","Ruoff Mortgage 500",4467.195,122,122,4511.983,"OTHER",4.8381,190
"1522","Justin Haley","Ruoff Mortgage 500",6649.898,188,189,6699.886,"FOUR_WHEEL_CHANGE",13.1459,124
"1523","Justin Haley","Ruoff Mortgage 500",8104.66,225,225,8173.89,"FOUR_WHEEL_CHANGE",30.595,87
"1524","Justin Haley","Ruoff Mortgage 500",10157.052,288,288,10222.198,"FOUR_WHEEL_CHANGE",26.7107,24
"1525","Justin Haley","Ruoff Mortgage 500",10856.578,305,305,10899.399,"TWO_WHEEL_CHANGE_RIGHT",5.6051,7
"1529","William Byron","Ruoff Mortgage 500",843.441,27,27,892.305,"FOUR_WHEEL_CHANGE",12.1454,285
"1530","William Byron","Ruoff Mortgage 500",2364.119,63,63,2412.796,"FOUR_WHEEL_CHANGE",12.5118,249
"1531","William Byron","Ruoff Mortgage 500",4303.614,120,120,4351.416,"FOUR_WHEEL_CHANGE",11.7454,192
"1532","William Byron","Ruoff Mortgage 500",6576.621,188,188,6623.98,"FOUR_WHEEL_CHANGE",11.3775,124
"1533","William Byron","Ruoff Mortgage 500",8013.802,224,224,8060.821,"FOUR_WHEEL_CHANGE",11.1451,88
"1534","William Byron","Ruoff Mortgage 500",10068.4,287,287,10117.681,"FOUR_WHEEL_CHANGE",13.3466,25
"1538","Todd Gilliland","Ruoff Mortgage 500",853.617,27,27,902.63,"FOUR_WHEEL_CHANGE",11.8785,285
"1539","Todd Gilliland","Ruoff Mortgage 500",2370.145,63,63,2418.591,"FOUR_WHEEL_CHANGE",12.043,249
"1540","Todd Gilliland","Ruoff Mortgage 500",4311.143,120,120,4361.016,"FOUR_WHEEL_CHANGE",13.1468,192
"1541","Todd Gilliland","Ruoff Mortgage 500",6581.83,188,188,6629.95,"FOUR_WHEEL_CHANGE",11.7818,124
"1542","Todd Gilliland","Ruoff Mortgage 500",8017.332,224,224,8068.156,"FOUR_WHEEL_CHANGE",13.8476,88
"1543","Todd Gilliland","Ruoff Mortgage 500",10071.161,287,287,10119.334,"FOUR_WHEEL_CHANGE",11.6781,25
"1544","Todd Gilliland","Ruoff Mortgage 500",10856.219,305,305,10904.166,"FOUR_WHEEL_CHANGE",11.611,7
"1548","AJ Allmendinger","Ruoff Mortgage 500",850.823,27,27,902.114,"FOUR_WHEEL_CHANGE",14.7813,285
"1549","AJ Allmendinger","Ruoff Mortgage 500",2372.072,63,63,2424.073,"FOUR_WHEEL_CHANGE",14.5781,249
"1550","AJ Allmendinger","Ruoff Mortgage 500",4312.063,120,120,4365.459,"FOUR_WHEEL_CHANGE",15.6159,192
"1551","AJ Allmendinger","Ruoff Mortgage 500",6650.267,188,189,6701.839,"FOUR_WHEEL_CHANGE",14.7475,124
"1552","AJ Allmendinger","Ruoff Mortgage 500",9813.457,279,281,9863.669,"FOUR_WHEEL_CHANGE",13.6138,33
"1553","AJ Allmendinger","Ruoff Mortgage 500",10942.797,306,306,10993.442,"FOUR_WHEEL_CHANGE",12.8794,6
"1557","Austin Dillon","Ruoff Mortgage 500",846.25,27,27,894.744,"FOUR_WHEEL_CHANGE",11.945,285
"1558","Austin Dillon","Ruoff Mortgage 500",2366.79,63,63,2414.49,"FOUR_WHEEL_CHANGE",11.5766,249
"1559","Austin Dillon","Ruoff Mortgage 500",4306.636,120,120,4354.315,"FOUR_WHEEL_CHANGE",11.5114,192
"1560","Austin Dillon","Ruoff Mortgage 500",6578.306,188,188,6625.931,"FOUR_WHEEL_CHANGE",11.6117,124
"1561","Austin Dillon","Ruoff Mortgage 500",8013.528,224,224,8060.795,"FOUR_WHEEL_CHANGE",11.3447,88
"1562","Austin Dillon","Ruoff Mortgage 500",10067.524,287,287,10114.849,"FOUR_WHEEL_CHANGE",11.444,25
"1565","Bubba Wallace","Ruoff Mortgage 500",850.097,27,27,898.876,"FOUR_WHEEL_CHANGE",12.4113,285
"1566","Bubba Wallace","Ruoff Mortgage 500",2368.631,63,63,2425.143,"FOUR_WHEEL_CHANGE",19.8192,249
"1567","Bubba Wallace","Ruoff Mortgage 500",4376.253,120,121,4425.303,"FOUR_WHEEL_CHANGE",12.2787,192
"1568","Bubba Wallace","Ruoff Mortgage 500",6652.562,188,189,6705.788,"FOUR_WHEEL_CHANGE",16.5494,124
"1569","Bubba Wallace","Ruoff Mortgage 500",8087.259,224,225,8137.31,"FOUR_WHEEL_CHANGE",13.3467,88
"1570","Bubba Wallace","Ruoff Mortgage 500",8641.259,238,239,8690.902,"FOUR_WHEEL_CHANGE",12.7672,74
"1571","Bubba Wallace","Ruoff Mortgage 500",10933.448,305,306,10983.076,"FOUR_WHEEL_CHANGE",12.9841,7
"1575","Brad Keselowski","Ruoff Mortgage 500",849.677,27,27,901.41,"FOUR_WHEEL_CHANGE",15.0074,285
"1576","Brad Keselowski","Ruoff Mortgage 500",2373.356,63,63,2421.005,"FOUR_WHEEL_CHANGE",11.1104,249
"1577","Brad Keselowski","Ruoff Mortgage 500",4379.771,121,121,4458.117,"FOUR_WHEEL_CHANGE",39.4006,191
"1578","Brad Keselowski","Ruoff Mortgage 500",6652.126,188,189,6699.969,"FOUR_WHEEL_CHANGE",10.9441,124
"1579","Brad Keselowski","Ruoff Mortgage 500",8085.717,224,225,8134.278,"FOUR_WHEEL_CHANGE",11.3436,88
"1580","Brad Keselowski","Ruoff Mortgage 500",10934.124,305,306,10982.434,"FOUR_WHEEL_CHANGE",11.645,7
"1584","Austin Cindric","Ruoff Mortgage 500",847.811,27,27,896.151,"FOUR_WHEEL_CHANGE",11.4489,285
"1585","Austin Cindric","Ruoff Mortgage 500",2367.883,63,63,2415.698,"FOUR_WHEEL_CHANGE",11.5321,249
"1586","Austin Cindric","Ruoff Mortgage 500",4309.389,120,120,4359.391,"FOUR_WHEEL_CHANGE",13.7343,192
"1587","Austin Cindric","Ruoff Mortgage 500",6650.945,188,189,6700.498,"FOUR_WHEEL_CHANGE",13.1736,124
"1588","Austin Cindric","Ruoff Mortgage 500",8087.703,224,225,8137.545,"FOUR_WHEEL_CHANGE",12.7816,88
"1589","Austin Cindric","Ruoff Mortgage 500",10934.486,305,306,10982.536,"FOUR_WHEEL_CHANGE",11.4443,7
"1593","Erik Jones","Ruoff Mortgage 500",847.48,27,27,897.38,"FOUR_WHEEL_CHANGE",13.984,285
"1594","Erik Jones","Ruoff Mortgage 500",1667.525,48,48,1716.781,"FOUR_WHEEL_CHANGE",12.5435,264
"1595","Erik Jones","Ruoff Mortgage 500",2371.232,63,63,2419.458,"FOUR_WHEEL_CHANGE",12.2782,249
"1596","Erik Jones","Ruoff Mortgage 500",4309.706,120,120,4359.354,"FOUR_WHEEL_CHANGE",14.0116,192
"1597","Erik Jones","Ruoff Mortgage 500",6582.572,188,188,6648.27,"FOUR_WHEEL_CHANGE",27.36,124
"1598","Erik Jones","Ruoff Mortgage 500",8016.542,224,224,8106.537,"FOUR_WHEEL_CHANGE",53.9943,88
"1599","Erik Jones","Ruoff Mortgage 500",10021.925,285,286,10100.531,"FOUR_WHEEL_CHANGE",34.9457,27
"1600","Erik Jones","Ruoff Mortgage 500",10933.836,305,306,10984.277,"FOUR_WHEEL_CHANGE",13.3462,7
"1604","Christopher Bell","Ruoff Mortgage 500",845.918,27,27,895.172,"FOUR_WHEEL_CHANGE",12.9125,285
"1605","Christopher Bell","Ruoff Mortgage 500",2365.605,63,63,2418.754,"FOUR_WHEEL_CHANGE",16.6145,249
"1606","Christopher Bell","Ruoff Mortgage 500",4236.999,118,119,4334.228,"FOUR_WHEEL_CHANGE",57.1905,194
"1607","Christopher Bell","Ruoff Mortgage 500",4467.988,121,122,4542.871,"OTHER",38.3378,191
"1608","Christopher Bell","Ruoff Mortgage 500",6649.52,187,189,6700.219,"FOUR_WHEEL_CHANGE",14.2139,125
"1609","Christopher Bell","Ruoff Mortgage 500",9510.682,268,270,9560,"FOUR_WHEEL_CHANGE",13.3133,44
"1610","Christopher Bell","Ruoff Mortgage 500",10932.513,304,306,10980.264,"FOUR_WHEEL_CHANGE",11.7119,8
"1614","Michael McDowell","Ruoff Mortgage 500",850.472,27,27,899.204,"FOUR_WHEEL_CHANGE",12.512,285
"1615","Michael McDowell","Ruoff Mortgage 500",1671.976,48,48,1722.02,"FOUR_WHEEL_CHANGE",14.0048,264
"1616","Michael McDowell","Ruoff Mortgage 500",2373.005,63,63,2423.215,"FOUR_WHEEL_CHANGE",14.0451,249
"1617","Michael McDowell","Ruoff Mortgage 500",4377.282,120,121,4425.635,"FOUR_WHEEL_CHANGE",12.4456,192
"1618","Michael McDowell","Ruoff Mortgage 500",6650.594,187,189,6724.833,"FOUR_WHEEL_CHANGE",37.1493,125
"1619","Michael McDowell","Ruoff Mortgage 500",9489.125,267,269,9537.781,"FOUR_WHEEL_CHANGE",12.6451,45
"1620","Michael McDowell","Ruoff Mortgage 500",10932.998,304,306,10981.308,"FOUR_WHEEL_CHANGE",12.0459,8
"1624","Ricky Stenhouse Jr.","Ruoff Mortgage 500",852.271,27,27,901.53,"FOUR_WHEEL_CHANGE",12.5457,285
"1625","Ricky Stenhouse Jr.","Ruoff Mortgage 500",2371.675,63,63,2422.202,"FOUR_WHEEL_CHANGE",14.0144,249
"1626","Ricky Stenhouse Jr.","Ruoff Mortgage 500",4376.939,120,121,4426.827,"FOUR_WHEEL_CHANGE",13.4799,192
"1627","Ricky Stenhouse Jr.","Ruoff Mortgage 500",6649.18,187,189,6700.612,"FOUR_WHEEL_CHANGE",15.048,125
"1628","Ricky Stenhouse Jr.","Ruoff Mortgage 500",8086.437,223,225,8135.481,"FOUR_WHEEL_CHANGE",12.6796,89
"1629","Ricky Stenhouse Jr.","Ruoff Mortgage 500",10935.025,304,306,10983.734,"FOUR_WHEEL_CHANGE",11.6775,8
"1633","Harrison Burton","Ruoff Mortgage 500",853.084,27,27,903.729,"FOUR_WHEEL_CHANGE",13.2464,285
"1634","Harrison Burton","Ruoff Mortgage 500",1670.037,48,48,1728.853,"FOUR_WHEEL_CHANGE",21.683,264
"1635","Harrison Burton","Ruoff Mortgage 500",4376.658,120,121,4425.075,"FOUR_WHEEL_CHANGE",12.0452,192
"1636","Harrison Burton","Ruoff Mortgage 500",6651.316,187,189,6700.943,"FOUR_WHEEL_CHANGE",12.679,125
"1637","Harrison Burton","Ruoff Mortgage 500",8086.731,223,225,8138.765,"FOUR_WHEEL_CHANGE",15.518,89
"1638","Harrison Burton","Ruoff Mortgage 500",10140.307,285,288,10190.802,"FOUR_WHEEL_CHANGE",11.6448,27
"1642","Landon Cassill","Ruoff Mortgage 500",854.12,27,27,906.632,"FOUR_WHEEL_CHANGE",14.6145,285
"1643","Landon Cassill","Ruoff Mortgage 500",1672.334,48,48,1723.541,"FOUR_WHEEL_CHANGE",13.2798,264
"1644","Landon Cassill","Ruoff Mortgage 500",2373.723,63,63,2459.02,"FOUR_WHEEL_CHANGE",47.0449,249
"1645","Landon Cassill","Ruoff Mortgage 500",2480.308,64,65,2527.456,"OTHER",8.4749,248
"1646","Landon Cassill","Ruoff Mortgage 500",4378.636,120,121,4430.244,"FOUR_WHEEL_CHANGE",14.1806,192
"1647","Landon Cassill","Ruoff Mortgage 500",6648.821,186,189,6701.038,"FOUR_WHEEL_CHANGE",15.2625,126
"1648","Landon Cassill","Ruoff Mortgage 500",8090.549,222,225,8141.471,"FOUR_WHEEL_CHANGE",12.8461,90
"1652","Cody Ware","Ruoff Mortgage 500",917.861,28,28,973.69,"FOUR_WHEEL_CHANGE",18.893,284
"1653","Cody Ware","Ruoff Mortgage 500",1672.994,48,48,1736.755,"OTHER",26.2321,264
"1654","Cody Ware","Ruoff Mortgage 500",2374.419,63,63,2444.099,"FOUR_WHEEL_CHANGE",31.5644,249
"1655","Cody Ware","Ruoff Mortgage 500",4379.275,120,121,4431.706,"FOUR_WHEEL_CHANGE",15.4091,192
"1656","Cody Ware","Ruoff Mortgage 500",6651.794,186,189,6705.923,"FOUR_WHEEL_CHANGE",16.7828,126
"1657","Cody Ware","Ruoff Mortgage 500",8084.686,221,225,8142.128,"FOUR_WHEEL_CHANGE",20.2187,91
"1661","Garrett Smithley","Ruoff Mortgage 500",916.513,27,28,971.064,"FOUR_WHEEL_CHANGE",17.0478,285
"1662","Garrett Smithley","Ruoff Mortgage 500",2439.641,64,64,2499.947,"FOUR_WHEEL_CHANGE",21.7557,248
"1663","Garrett Smithley","Ruoff Mortgage 500",4377.872,119,121,4481.187,"FOUR_WHEEL_CHANGE",65.5313,193
"1664","Garrett Smithley","Ruoff Mortgage 500",6653.294,185,189,6708.935,"FOUR_WHEEL_CHANGE",18.221,127
"1665","Garrett Smithley","Ruoff Mortgage 500",8085.069,220,225,8143.106,"FOUR_WHEEL_CHANGE",19.1422,92
"1666","Garrett Smithley","Ruoff Mortgage 500",10941.824,299,306,10986.65,"OTHER",6.6733,13
"1670","BJ McLeod","Ruoff Mortgage 500",916.97,27,28,970.441,"FOUR_WHEEL_CHANGE",14.7789,285
"1671","BJ McLeod","Ruoff Mortgage 500",1745.808,48,49,1804.109,"OTHER",18.385,264
"1672","BJ McLeod","Ruoff Mortgage 500",2464.899,64,64,2519.736,"FOUR_WHEEL_CHANGE",14.3808,248
"1673","BJ McLeod","Ruoff Mortgage 500",2676.224,67,67,2726.779,"OTHER",7.7059,245
"1674","BJ McLeod","Ruoff Mortgage 500",4378.242,119,121,4431.136,"FOUR_WHEEL_CHANGE",15.582,193
"1675","BJ McLeod","Ruoff Mortgage 500",6653.789,185,189,6708.152,"FOUR_WHEEL_CHANGE",17.1167,127
"1676","BJ McLeod","Ruoff Mortgage 500",6889.274,188,192,6936.59,"OTHER",6.4725,124
"1677","BJ McLeod","Ruoff Mortgage 500",9453.333,261,268,9506.423,"FOUR_WHEEL_CHANGE",14.9537,51
"1681","Kyle Larson","Ruoff Mortgage 500",848.756,27,27,896.427,"FOUR_WHEEL_CHANGE",11.6448,285
"1682","Kyle Larson","Ruoff Mortgage 500",2365.873,63,63,2413.808,"FOUR_WHEEL_CHANGE",12.2783,249
"1683","Kyle Larson","Ruoff Mortgage 500",4304.524,120,120,4352.59,"FOUR_WHEEL_CHANGE",11.9787,192
"1684","Kyle Larson","Ruoff Mortgage 500",6576.889,188,188,6625.021,"FOUR_WHEEL_CHANGE",12.0782,124
"1685","Kyle Larson","Ruoff Mortgage 500",8012.534,224,224,8061.283,"FOUR_WHEEL_CHANGE",13.1472,88
"1686","Kyle Larson","Ruoff Mortgage 500",8611.064,238,238,8688.217,"OTHER",38.0038,74
"1690","Martin Truex Jr.","Ruoff Mortgage 500",848.444,27,27,897.038,"FOUR_WHEEL_CHANGE",12.0785,285
"1691","Martin Truex Jr.","Ruoff Mortgage 500",2367.07,63,63,2414.89,"FOUR_WHEEL_CHANGE",11.5115,249
"1692","Martin Truex Jr.","Ruoff Mortgage 500",4307.311,120,120,4356.652,"FOUR_WHEEL_CHANGE",13.0797,192
"1693","Martin Truex Jr.","Ruoff Mortgage 500",6579.656,188,188,6628.671,"FOUR_WHEEL_CHANGE",12.1121,124
"1697","Corey LaJoie","Ruoff Mortgage 500",852.735,27,27,906.515,"FOUR_WHEEL_CHANGE",15.3485,285
"1698","Corey LaJoie","Ruoff Mortgage 500",941.539,28,28,985.767,"OTHER",4.9385,284
"1702","William Byron","Folds of Honor QuikTrip 500",1930.366,46,46,1965.582,"TWO_WHEEL_CHANGE_RIGHT",8.1413,279
"1703","William Byron","Folds of Honor QuikTrip 500",4642.5,105,105,4681.585,"FOUR_WHEEL_CHANGE",12.5457,220
"1704","William Byron","Folds of Honor QuikTrip 500",6484.783,148,148,6518.553,"FOUR_WHEEL_CHANGE",7.3405,177
"1705","William Byron","Folds of Honor QuikTrip 500",8952.512,203,203,8993.4,"FOUR_WHEEL_CHANGE",14.488,122
"1706","William Byron","Folds of Honor QuikTrip 500",9646.147,212,212,9676.115,"OTHER",2.9026,113
"1707","William Byron","Folds of Honor QuikTrip 500",11199.351,254,254,11234.484,"TWO_WHEEL_CHANGE_RIGHT",8.5418,71
"1712","Ross Chastain","Folds of Honor QuikTrip 500",1929.842,46,46,1966.118,"TWO_WHEEL_CHANGE_RIGHT",8.375,279
"1713","Ross Chastain","Folds of Honor QuikTrip 500",3688.072,94,95,3761.554,"FOUR_WHEEL_CHANGE",46.5794,231
"1714","Ross Chastain","Folds of Honor QuikTrip 500",3871.82,96,97,3969.964,"OTHER",69.2348,229
"1715","Ross Chastain","Folds of Honor QuikTrip 500",4081.63,98,99,4206.103,"OTHER",95.0002,227
"1716","Ross Chastain","Folds of Honor QuikTrip 500",4750.902,104,106,4843.085,"OTHER",63.8953,221
"1717","Ross Chastain","Folds of Honor QuikTrip 500",6604.454,148,150,6697.945,"FOUR_WHEEL_CHANGE",65.021,177
"1718","Ross Chastain","Folds of Honor QuikTrip 500",7247.959,158,159,7325.704,"FOUR_WHEEL_CHANGE",49.9824,167
"1719","Ross Chastain","Folds of Honor QuikTrip 500",8956.898,203,203,8996.172,"FOUR_WHEEL_CHANGE",12.4454,122
